model,tag,count,first_step,last_step,first,last,minimum,maximum,median,nonfinite,constant,zero_fraction,duplicate_steps,backward_jumps
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.0.beta,3400,49,169999,0.0004044680390506983,0.0001983505062526092,0.00013650183973368257,0.0020084779243916273,0.0005860218079760671,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.0.proj.weight,3400,49,169999,0.005943357944488525,0.0007717603584751487,0.0007717603584751487,0.022178811952471733,0.0023477207869291306,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.0.proj.bias,3400,49,169999,0.0006876931292936206,0.00031479084282182157,0.0003032785898540169,0.0025418978184461594,0.0007222996791824698,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.2.weight,3400,49,169999,0.012765607796609402,0.0006948765949346125,0.0006698659854009748,0.021542740985751152,0.001960275461897254,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.2.bias,3400,49,169999,0.0015251211589202285,0.0003291525354143232,0.0003291525354143232,0.00634742621332407,0.0013352815876714885,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.2.weight,3400,49,169999,0.0446687787771225,0.00672829058021307,0.006381101906299591,0.1337563693523407,0.02554919198155403,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.2.bias,3400,49,169999,0.0007887583342380822,6.06886314926669e-05,6.06886314926669e-05,0.0021732430905103683,0.0003111788973910734,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_block.block.0.weight,3400,49,169999,0.04193205386400223,0.004130201879888773,0.004130201879888773,0.09175918996334076,0.01689729653298855,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_block.block.0.bias,3400,49,169999,0.00046439634752459824,1.9443392375251278e-05,1.9443392375251278e-05,0.0014018360525369644,0.00012041888840030879,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_block.block.2.weight,3400,49,169999,0.007461438421159983,0.001491906470619142,0.001487167552113533,0.022130100056529045,0.0051335005555301905,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_block.block.2.bias,3400,49,169999,0.010297050699591637,0.0022259557154029608,0.002086515538394451,0.03428448736667633,0.007279826560989022,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_proj.weight,3400,49,169999,0.08629158139228821,0.017550256103277206,0.017550256103277206,0.2020891308784485,0.05803506448864937,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.final_proj.bias,3400,49,169999,0.005651793908327818,0.0008886142750270665,0.0008886142750270665,0.010657262988388538,0.0030822576954960823,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.encoder.embed.out.0.weight,3400,49,169999,0.016914205625653267,0.015281159430742264,0.0070569198578596115,0.09698610007762909,0.02336546778678894,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.encoder.embed.out.0.bias,3400,49,169999,0.00326804188080132,0.002622083527967334,0.0012004905147477984,0.019881226122379303,0.0042727726977318525,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.encoder.embed.out.1.weight,3400,49,169999,0.0003413618542253971,0.0003509295347612351,0.00012426557077560574,0.0021017659455537796,0.0003236363409087062,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.encoder.embed.out.1.bias,3400,49,169999,0.00047225659363903105,0.0012051077792420983,0.00020093990315217525,0.005369978025555611,0.0012948711519129574,0,False,0.0,0,0
